geneSymbol	Context2	DEG_chr	DEG_start	DEG_end	geneType
ABO	TvC	chr9	133233278	133276024	protein_coding
GAL3ST3	TvC	chr11	66040748	66049502	protein_coding
CHST1	TvC	chr11	45647689	45666096	protein_coding
PHYHD1	TvC	chr9	128920966	128942042	protein_coding
CATSPER1	TvC	chr11	66016752	66026479	protein_coding
ISX	TvC	chr22	35066136	35087392	protein_coding
SCUBE2	TvC	chr11	9019476	9138114	protein_coding
CLTB	TvC	chr5	176392494	176416557	protein_coding
UCP3	TvC	chr11	74000277	74009085	protein_coding
FOSL1	TvC	chr11	65892049	65900573	protein_coding
ERCC6L2-AS1	TvC	chr9	95759231	95876241	lncRNA
LINC02873	TvC	chr11	130631289	130717352	lncRNA
NR2F1	TvC	chr5	93583222	93594611	protein_coding
TTLL11	TvC	chr9	121815674	122093606	protein_coding
ZBTB44-DT	TvC	chr11	130314106	130446210	lncRNA
CREG2	TvC	chr2	101345550	101387503	protein_coding
TMEM270	TvC	chr7	73861159	73865890	protein_coding
ZDHHC21	TvC	chr9	14586766	14693737	protein_coding
ARL4D	TvC	chr17	43398150	43401137	protein_coding
DOK7	TvC	chr4	3463306	3501473	protein_coding
C11orf16	TvC	chr11	8920076	8933006	protein_coding
NUPR1	TvC	chr16	28532708	28539038	protein_coding
CRYBG2	TvC	chr1	26321698	26360080	protein_coding
ENSG00000176134	TvC	chr9	64640639	64643300	transcribed_unprocessed_pseudogene
SPHK1	TvC	chr17	76376584	76387860	protein_coding
DMRTA1	TvC	chr9	22446824	22455740	protein_coding
RIMS2	TvC	chr8	103500610	104254430	protein_coding
DIRAS1	TvC	chr19	2714566	2721438	protein_coding
PHLDB3	TvC	chr19	43473625	43505301	protein_coding
KBTBD11	TvC	chr8	1973677	2006937	protein_coding
MAP3K19	TvC	chr2	134964485	135047468	protein_coding
RNF152	TvC	chr18	61808067	61895097	protein_coding
MYO1D	TvC	chr17	32492522	32877192	protein_coding
FOXC2	TvC	chr16	86566829	86569728	protein_coding
NCKAP5	TvC	chr2	132671788	133568463	protein_coding
BASP1	TvC	chr5	17065598	17276843	protein_coding
KRT18P28	TvC	chr1	182959074	182960405	processed_pseudogene
EFCAB5	TvC	chr17	29929200	30108452	protein_coding
FIBIN	TvC	chr11	26994112	26997087	protein_coding
ACER2	TvC	chr9	19409009	19452505	protein_coding
IRAG1-AS1	TvC	chr11	10541244	10606435	lncRNA
RIMKLA	TvC	chr1	42380792	42424232	protein_coding
DEFB4B	TvC	chr8	7414855	7416863	protein_coding
FBXO39	TvC	chr17	6776215	6797101	protein_coding
LY6S-AS1	TvC	chr8	143039209	143060684	lncRNA
ENSG00000177359	TvC	chr12	31112236	31201235	transcribed_unprocessed_pseudogene
LRRN4CL	TvC	chr11	62686406	62689609	protein_coding
ERICH5	TvC	chr8	98064271	98095512	protein_coding
ACOT4	TvC	chr14	73591873	73595766	protein_coding
IRX3	TvC	chr16	54283304	54286787	protein_coding
SAMD12	TvC	chr8	118189455	118622112	protein_coding
FAM87B	TvC	chr1	817363	819842	lncRNA
CIMAP1B	TvC	chr22	50529710	50532520	protein_coding
ALS2CL	TvC	chr3	46668994	46694071	protein_coding
MLF1	TvC	chr3	158571163	158607252	protein_coding
STAP2	TvC	chr19	4324040	4342786	protein_coding
BOLA1	TvC	chr1	149887890	149900798	protein_coding
PDE4DIP	TvC	chr1	148808140	149048286	protein_coding
PPP1R42	TvC	chr8	66964099	67056604	protein_coding
SPINK6	TvC	chr5	148202794	148215137	protein_coding
ZNF366	TvC	chr5	72439903	72507410	protein_coding
PARD6G	TvC	chr18	80157232	80247514	protein_coding
ZC3H12D	TvC	chr6	149446795	149485014	protein_coding
RNF212	TvC	chr4	1056250	1113564	protein_coding
DNAJC22	TvC	chr12	49345607	49357546	protein_coding
TUBAL3	TvC	chr10	5393101	5404828	protein_coding
DTX3	TvC	chr12	57604484	57609804	protein_coding
CA8	TvC	chr8	60185412	60281573	protein_coding
ERBB4	TvC	chr2	211375717	212538841	protein_coding
CSRNP3	TvC	chr2	165469647	165689407	protein_coding
GLULP4	TvC	chr9	34917175	34918296	processed_pseudogene
C5orf46	TvC	chr5	147879632	147906538	protein_coding
GDPD4	TvC	chr11	77216558	77301687	protein_coding
OPLAH	TvC	chr8	144051265	144064091	protein_coding
TMEM139	TvC	chr7	143279937	143288240	protein_coding
APOLD1	TvC	chr12	12725917	12829975	protein_coding
KLHDC7A	TvC	chr1	18480930	18485974	protein_coding
TRIML2	TvC	chr4	188091247	188109611	protein_coding
ENSG00000179066	TvC	chr19	35090930	35113664	lncRNA
PER1	TvC	chr17	8140467	8156506	protein_coding
HES7	TvC	chr17	8120592	8124106	protein_coding
TMEM125	TvC	chr1	43269979	43274007	protein_coding
LINC00311	TvC	chr16	85282958	85285963	lncRNA
GVQW3	TvC	chr11	76381303	76414619	protein_coding
NSUN7	TvC	chr4	40749776	40811184	protein_coding
HLA-DQB1	TvC	chr6	32659467	32668383	protein_coding
ARID3B	TvC	chr15	74541188	74598131	protein_coding
VWA1	TvC	chr1	1434861	1442882	protein_coding
ALOX12B	TvC	chr17	8072636	8087716	protein_coding
SLITRK4	TvC	chrX	143622790	143636101	protein_coding
HTR1D	TvC	chr1	23190178	23217547	protein_coding
CIITA	TvC	chr16	10866222	10943021	protein_coding
ALOX15B	TvC	chr17	8039011	8049134	protein_coding
ARL14	TvC	chr3	160677160	160678448	protein_coding
OR7E22P	TvC	chr3	75356467	75357501	transcribed_unprocessed_pseudogene
SERTAD2	TvC	chr2	64631621	64751005	protein_coding
CITED4	TvC	chr1	40861054	40862363	protein_coding
ABCA13	TvC	chr7	48171458	48647497	protein_coding
CFAP276	TvC	chr1	109105951	109113857	protein_coding
B3GNT3	TvC	chr19	17794697	17814175	protein_coding
SSC5D	TvC	chr19	55488404	55519099	protein_coding
TSHZ1	TvC	chr18	75210755	75289950	protein_coding
ACER2P1	TvC	chr2	206410087	206410909	processed_pseudogene
TH	TvC	chr11	2163929	2171968	protein_coding
FAR2P1	TvC	chr2	130028309	130040560	transcribed_unprocessed_pseudogene
MYL11	TvC	chr16	30370332	30377991	protein_coding
FGD6	TvC	chr12	95076749	95217482	protein_coding
MEIOC	TvC	chr17	44656404	44690308	protein_coding
FZD2	TvC	chr17	44557484	44561262	protein_coding
ITPRID1	TvC	chr7	31514090	31656504	protein_coding
HCLS1	TvC	chr3	121631399	121660927	protein_coding
TPRXL	TvC	chr3	14064203	14065442	transcribed_processed_pseudogene
GAS1	TvC	chr9	86944362	86947506	protein_coding
ARHGAP45	TvC	chr19	1065923	1086642	protein_coding
NRIP1	TvC	chr21	14961235	15065936	protein_coding
RNF182	TvC	chr6	13924446	13980310	protein_coding
SKIDA1	TvC	chr10	21513475	21526368	protein_coding
SHISA2	TvC	chr13	26044597	26052016	protein_coding
S1PR5	TvC	chr19	10512742	10517931	protein_coding
MAP3K15	TvC	chrX	19360056	19515508	protein_coding
ZNF572	TvC	chr8	124973265	124979389	protein_coding
GPR137C	TvC	chr14	52552823	52637713	protein_coding
MAPK15	TvC	chr8	143716279	143722458	protein_coding
F2R	TvC	chr5	76716126	76735770	protein_coding
MUC16	TvC	chr19	8848844	9010390	protein_coding
PJA1	TvC	chrX	69160721	69165521	protein_coding
MTHFD2P7	TvC	chr3	179464346	179465328	processed_pseudogene
LRRC75A	TvC	chr17	16441577	16492237	protein_coding
SYNE4	TvC	chr19	36003282	36008831	protein_coding
ZNF467	TvC	chr7	149764175	149776519	protein_coding
TNFSF15	TvC	chr9	114784652	114806039	protein_coding
PHLDA2	TvC	chr11	2928273	2929420	protein_coding
ATG9B	TvC	chr7	151012209	151024499	protein_coding
GPR3	TvC	chr1	27392622	27395814	protein_coding
ADGRB1	TvC	chr8	142449430	142545009	protein_coding
SLC9A9	TvC	chr3	143265222	143848485	protein_coding
SLC2A4	TvC	chr17	7281667	7289241	protein_coding
CLDN7	TvC	chr17	7259347	7264016	protein_coding
ENSG00000182021	TvC	chr9	63121691	63124292	transcribed_unprocessed_pseudogene
USH1G	TvC	chr17	74916083	74923256	protein_coding
KCNIP1	TvC	chr5	170353487	170736632	protein_coding
TDRKH	TvC	chr1	151769799	151791416	protein_coding
SHISAL2A	TvC	chr1	52633168	52669683	protein_coding
ZAR1	TvC	chr4	48490252	48494389	protein_coding
SYNM	TvC	chr15	99098217	99135593	protein_coding
PRR34	TvC	chr22	46049478	46054144	lncRNA
IZUMO1	TvC	chr19	48740852	48746909	protein_coding
C1S	TvC	chr12	6988259	7071281	protein_coding
NXPH4	TvC	chr12	57216794	57226449	protein_coding
TSHZ2	TvC	chr20	52972358	53495330	protein_coding
CAPN12	TvC	chr19	38730187	38769904	protein_coding
XKRX	TvC	chrX	100913445	100929433	protein_coding
BGN	TvC	chrX	153488654	153510299	protein_coding
SPNS3	TvC	chr17	4433940	4488208	protein_coding
CSF1R	TvC	chr5	150053291	150113372	protein_coding
EPGN	TvC	chr4	74308470	74316789	protein_coding
PLCB1	TvC	chr20	8077251	8968360	protein_coding
C1orf116	TvC	chr1	207018522	207032821	protein_coding
CRIP2	TvC	chr14	105472962	105480162	protein_coding
GALNT9	TvC	chr12	132196372	132329598	protein_coding
SLC25A18	TvC	chr22	17563086	17591909	protein_coding
WFDC10B	TvC	chr20	45684651	45705019	protein_coding
ZNF320	TvC	chr19	52860851	52897704	protein_coding
SLC25A21	TvC	chr14	36677921	37172606	protein_coding
OTOP2	TvC	chr17	74922950	74933912	protein_coding
NKX2-5	TvC	chr5	173232109	173235311	protein_coding
BEGAIN	TvC	chr14	100537147	100587417	protein_coding
CALHM3	TvC	chr10	103472804	103479240	protein_coding
RIPPLY3	TvC	chr21	37006150	37019662	protein_coding
ANKRD20A2P	TvC	chr9	40223397	40292345	transcribed_unprocessed_pseudogene
RIMBP3C	TvC	chr22	21545666	21551461	protein_coding
PLGLB1	TvC	chr2	86996231	87021852	protein_coding
CCBE1	TvC	chr18	59430939	59697694	protein_coding
TMEM121B	TvC	chr22	17116297	17121367	protein_coding
REC114	TvC	chr15	73443164	73560013	protein_coding
OVCH2	TvC	chr11	7689437	7706477	protein_coding
FHL3	TvC	chr1	37994394	38006380	protein_coding
TRIM61	TvC	chr4	164954446	164977668	protein_coding
MEX3B	TvC	chr15	82041778	82046119	protein_coding
PCBP3	TvC	chr21	45643694	45942454	protein_coding
RP1L1	TvC	chr8	10606349	10712187	protein_coding
PSG9	TvC	chr19	43211791	43269530	protein_coding
CMKLR2	TvC	chr2	206175316	206218047	protein_coding
MACC1	TvC	chr7	20134655	20217457	protein_coding
ACP7	TvC	chr19	39083913	39111497	protein_coding
DOCK8-AS1	TvC	chr9	212824	215893	lncRNA
EMILIN3	TvC	chr20	41359962	41366818	protein_coding
ANKRD45	TvC	chr1	173608336	173669851	protein_coding
SCN5A	TvC	chr3	38548057	38649743	protein_coding
DNAH2	TvC	chr17	7717744	7833742	protein_coding
DUSP5P1	TvC	chr1	228650241	228651379	processed_pseudogene
KCNH8	TvC	chr3	19148102	19535642	protein_coding
SMTN	TvC	chr22	31064105	31104757	protein_coding
ST6GALNAC3	TvC	chr1	76074746	76634603	protein_coding
ADRA2C	TvC	chr4	3766348	3768526	protein_coding
C1QTNF12	TvC	chr1	1242446	1246722	protein_coding
GPR173	TvC	chrX	53048789	53080615	protein_coding
TSPYL2	TvC	chrX	53082326	53088541	protein_coding
PCDH9	TvC	chr13	66302834	67230445	protein_coding
ALDH1A3	TvC	chr15	100861924	100916628	protein_coding
KCNK12	TvC	chr2	47509290	47570985	protein_coding
TACSTD2	TvC	chr1	58575433	58577252	protein_coding
PRKD1	TvC	chr14	29576479	30191898	protein_coding
ZDHHC23	TvC	chr3	113947901	113965401	protein_coding
H1-5	TvC	chr6	27866792	27867588	protein_coding
CSF1	TvC	chr1	109910242	109930993	protein_coding
IRS3P	TvC	chr7	100570131	100571136	transcribed_unitary_pseudogene
C1QTNF8	TvC	chr16	1088226	1099401	protein_coding
PROS1	TvC	chr3	93873046	93980003	protein_coding
GAST	TvC	chr17	41712331	41715969	protein_coding
CEND1	TvC	chr11	787115	790113	protein_coding
DUSP8	TvC	chr11	1554051	1573076	protein_coding
STING1	TvC	chr5	139475528	139482935	protein_coding
TAFA3	TvC	chr1	112718905	112727235	protein_coding
ZNF72BP	TvC	chr22	15326037	15343065	unprocessed_pseudogene
FAM110C	TvC	chr2	38814	46870	protein_coding
OSBP2	TvC	chr22	30693782	30907824	protein_coding
ZBTB7C	TvC	chr18	48026672	48410752	protein_coding
PRR16	TvC	chr5	120464300	120687332	protein_coding
RPL7AP49	TvC	chr9	39983821	39984401	transcribed_processed_pseudogene
MAFF	TvC	chr22	38200767	38216511	protein_coding
ANKS1B	TvC	chr12	98726457	99984936	protein_coding
ADSS1	TvC	chr14	104724174	104747325	protein_coding
ANO9	TvC	chr11	417921	442072	protein_coding
FAM43A	TvC	chr3	194685883	194689037	protein_coding
SIGIRR	TvC	chr11	405711	417473	protein_coding
IFITM2	TvC	chr11	303655	309397	protein_coding
TNFAIP2	TvC	chr14	103121407	103137441	protein_coding
GP1BA	TvC	chr17	4932277	4935023	protein_coding
KIAA0825	TvC	chr5	94150851	94618604	protein_coding
UBALD2	TvC	chr17	76265348	76271298	protein_coding
RBM11	TvC	chr21	14216130	14228372	protein_coding
IL3RA	TvC	chrX	1335025	1382689	protein_coding
TCN2	TvC	chr22	30607003	30627631	protein_coding
TMT1A	TvC	chr12	50923472	50932510	protein_coding
LINC00158	TvC	chr21	25374242	25431701	lncRNA
IFNLR1	TvC	chr1	24154168	24187959	protein_coding
KPNA7	TvC	chr7	99173572	99250075	protein_coding
GPRIN3	TvC	chr4	89236383	89307937	protein_coding
KRT6B	TvC	chr12	52446651	52452146	protein_coding
MUC1	TvC	chr1	155185824	155192916	protein_coding
IRF7	TvC	chr11	612551	615983	protein_coding
L3MBTL1	TvC	chr20	43489442	43550954	protein_coding
FAM131C	TvC	chr1	16057769	16073651	protein_coding
SPATA45	TvC	chr1	212830141	212847649	protein_coding
AHNAK2	TvC	chr14	104937244	104978374	protein_coding
OLFML2A	TvC	chr9	124777122	124814885	protein_coding
SHC4	TvC	chr15	48823741	48963919	protein_coding
NTF3	TvC	chr12	5432108	5521536	protein_coding
MYBL1	TvC	chr8	66562175	66614247	protein_coding
ADARB2	TvC	chr10	1177313	1737525	protein_coding
CCDC190	TvC	chr1	162824458	162868957	protein_coding
ZNF829	TvC	chr19	36888124	36916291	protein_coding
LINC00839	TvC	chr10	42475476	42495337	lncRNA
KLHDC8B	TvC	chr3	49171239	49176487	protein_coding
RTN4RL1	TvC	chr17	1934677	2025334	protein_coding
NKAIN3	TvC	chr8	62248591	63014000	protein_coding
RASA3	TvC	chr13	113977783	114132775	protein_coding
LEMD1	TvC	chr1	205381378	205455954	protein_coding
KRT5	TvC	chr12	52514575	52520530	protein_coding
GSAP	TvC	chr7	77310751	77416419	protein_coding
WWOX	TvC	chr16	78099400	79212667	protein_coding
EDARADD	TvC	chr1	236348257	236502915	protein_coding
SOWAHB	TvC	chr4	76894152	76898144	protein_coding
BACE1	TvC	chr11	117285232	117316286	protein_coding
SERTAD4BP	TvC	chr14	62117346	62128397	transcribed_unitary_pseudogene
CYP4X1	TvC	chr1	47023666	47050751	protein_coding
ZNF501	TvC	chr3	44729593	44737936	protein_coding
GNG2	TvC	chr14	51826195	51979342	protein_coding
ANKRD20A5P	TvC	chr18	14179395	14244811	transcribed_unprocessed_pseudogene
CLCNKA	TvC	chr1	16018146	16034109	protein_coding
CYP4F3	TvC	chr19	15640795	15662825	protein_coding
SPATC1	TvC	chr8	144012280	144047114	protein_coding
PDE2A	TvC	chr11	72576141	72674591	protein_coding
CYP27C1	TvC	chr2	127183832	127220385	protein_coding
CFAP73	TvC	chr12	113149716	113159526	protein_coding
FOXE3	TvC	chr1	47416285	47418052	protein_coding
KRT17P2	TvC	chr17	18426927	18431848	transcribed_unprocessed_pseudogene
KRT16	TvC	chr17	41609778	41615899	protein_coding
KRT14	TvC	chr17	41582279	41586895	protein_coding
RTN4RL2	TvC	chr11	57460528	57477534	protein_coding
ZNF395	TvC	chr8	28345590	28402701	protein_coding
TMEM232	TvC	chr5	110289233	110738956	protein_coding
CFAP144	TvC	chr1	43145153	43156396	protein_coding
ESPN	TvC	chr1	6424776	6461367	protein_coding
PLCD1	TvC	chr3	38007496	38029675	protein_coding
RNF220	TvC	chr1	44405185	44651724	protein_coding
GCNT1	TvC	chr9	76419850	76651203	protein_coding
DYNC2H1	TvC	chr11	103109410	103479863	protein_coding
BCAM	TvC	chr19	44809070	44821421	protein_coding
CIDEC	TvC	chr3	9866710	9880256	protein_coding
KCNJ11	TvC	chr11	17365172	17389353	protein_coding
CDHR4	TvC	chr3	49790732	49799873	protein_coding
TLR5	TvC	chr1	223109339	223143318	protein_coding
NANOS3	TvC	chr19	13862063	13880757	protein_coding
LINC02583	TvC	chr2	46429090	46528299	lncRNA
LIAT1	TvC	chr17	410325	431062	protein_coding
DHRS4L2	TvC	chr14	23969874	24006408	protein_coding
SAMD11	TvC	chr1	923923	944575	protein_coding
ERC2	TvC	chr3	55508286	56469095	protein_coding
C9orf153	TvC	chr9	86220265	86259657	protein_coding
PEAR1	TvC	chr1	156893666	156916432	protein_coding
CCDC157	TvC	chr22	30356635	30378673	protein_coding
DMBT1	TvC	chr10	122560643	122643740	protein_coding
OVCH1	TvC	chr12	29412474	29497686	protein_coding
DNER	TvC	chr2	229357629	229714581	protein_coding
CPSF4L	TvC	chr17	73248449	73262352	protein_coding
TPRG1	TvC	chr3	188947214	189325304	protein_coding
SNHG28	TvC	chr1	159834480	159855071	lncRNA
WNT7B	TvC	chr22	45920366	45977162	protein_coding
PLA2G4E	TvC	chr15	41981394	42051190	protein_coding
MESP2	TvC	chr15	89760591	89778754	protein_coding
C6orf132	TvC	chr6	42092233	42142620	protein_coding
ZNF626	TvC	chr19	20619939	20661596	protein_coding
HYKK	TvC	chr15	78507564	78537372	protein_coding
HES4	TvC	chr1	998962	1000172	protein_coding
IGFL1	TvC	chr19	46229742	46231243	protein_coding
SBK1	TvC	chr16	28259246	28323849	protein_coding
ZP3	TvC	chr7	76397518	76442071	protein_coding
GPAT2P2	TvC	chr2	97081098	97083249	transcribed_unprocessed_pseudogene
DYNLT4	TvC	chr1	44805888	44807417	protein_coding
SLC24A5	TvC	chr15	48120990	48142672	protein_coding
INSC	TvC	chr11	15112424	15247208	protein_coding
NCCRP1	TvC	chr19	39196964	39201884	protein_coding
RALGAPA2	TvC	chr20	20389530	20712644	protein_coding
NKAIN2	TvC	chr6	123803865	124825640	protein_coding
CFAP54	TvC	chr12	96489571	96875555	protein_coding
FAM72B	TvC	chr1	121167646	121185539	protein_coding
NANOS1	TvC	chr10	119029714	119033730	protein_coding
DPYD	TvC	chr1	97077743	97995000	protein_coding
SAXO2	TvC	chr15	82262810	82284930	protein_coding
FSIP2	TvC	chr2	185738804	185833290	protein_coding
SPRED3	TvC	chr19	38388421	38399588	protein_coding
ZDHHC11	TvC	chr5	795605	858973	protein_coding
LINC00910	TvC	chr17	43338741	43389226	lncRNA
ZNF563	TvC	chr19	12317477	12333720	protein_coding
KLRG2	TvC	chr7	139450625	139483674	protein_coding
LRRK2	TvC	chr12	40196744	40369285	protein_coding
HACD4	TvC	chr9	20999509	21031640	protein_coding
MSANTD1	TvC	chr4	3244369	3271738	protein_coding
LRRC66	TvC	chr4	51993614	52020363	protein_coding
SBSN	TvC	chr19	35523367	35528351	protein_coding
SHLD2P3	TvC	chr10	47689707	47730436	transcribed_unprocessed_pseudogene
ANKDD1B	TvC	chr5	75611182	75681773	protein_coding
H1-0	TvC	chr22	37805229	37807432	protein_coding
LITAF	TvC	chr16	11546875	11636395	protein_coding
FAM25G	TvC	chr10	47487219	47491700	protein_coding
SP6	TvC	chr17	47844908	47855874	protein_coding
PLAC9	TvC	chr10	80131682	80145359	protein_coding
CLDN4	TvC	chr7	73799542	73832690	protein_coding
FAM47E	TvC	chr4	76214040	76284294	protein_coding
BTBD8	TvC	chr1	92080305	92184725	protein_coding
MAOA	TvC	chrX	43654907	43746821	protein_coding
S100A14	TvC	chr1	153614255	153616996	protein_coding
KAZN	TvC	chr1	13892792	15118043	protein_coding
RASSF10	TvC	chr11	13009316	13012119	protein_coding
SYCP2	TvC	chr20	59863564	59933655	protein_coding
IL1RAP	TvC	chr3	190514051	190659750	protein_coding
MYBPC1	TvC	chr12	101568353	101686181	protein_coding
ADAM5	TvC	chr8	39314591	39417378	transcribed_unitary_pseudogene
S100A4	TvC	chr1	153543613	153550136	protein_coding
FAT4	TvC	chr4	125314918	125492932	protein_coding
CTSE	TvC	chr1	206008535	206023909	protein_coding
SEMA4A	TvC	chr1	156147366	156178869	protein_coding
HRCT1	TvC	chr9	35906202	35907136	protein_coding
SIRPB2	TvC	chr20	1470741	1491587	protein_coding
SRGAP3	TvC	chr3	8980591	9363053	protein_coding
FAM217B	TvC	chr20	59933643	59949387	protein_coding
ZNF493	TvC	chr19	21397119	21427577	protein_coding
CGB7	TvC	chr19	49054274	49058860	protein_coding
CD55	TvC	chr1	207321514	207386804	protein_coding
CPNE4	TvC	chr3	131533555	132285410	protein_coding
THEM5	TvC	chr1	151847101	151853712	protein_coding
RFX8	TvC	chr2	101397359	101475112	protein_coding
ESRRG	TvC	chr1	216503246	217137755	protein_coding
SPTSSB	TvC	chr3	161344798	161372880	protein_coding
MME	TvC	chr3	155024124	155183803	protein_coding
FAM72A	TvC	chr1	206186179	206204414	protein_coding
LAMA2	TvC	chr6	128883138	129516566	protein_coding
POTEF	TvC	chr2	130073535	130129222	protein_coding
ZNF846	TvC	chr19	9751993	9793180	protein_coding
ADH1B	TvC	chr4	99304971	99321659	protein_coding
ZNF136	TvC	chr19	12163064	12189871	protein_coding
IFT70B	TvC	chr2	177548998	177552796	protein_coding
HSH2D	TvC	chr19	16134028	16158575	protein_coding
COL27A1	TvC	chr9	114155537	114312511	protein_coding
GM2A	TvC	chr5	151212150	151270440	protein_coding
ZNF239	TvC	chr10	43554516	43574623	protein_coding
SPRR2B	TvC	chr1	153070226	153071611	protein_coding
ARID5A	TvC	chr2	96536717	96552638	protein_coding
CRACDL	TvC	chr2	98793845	98936259	protein_coding
LAMB3	TvC	chr1	209614870	209653106	protein_coding
FLNA	TvC	chrX	154348524	154374638	protein_coding
ZNF100	TvC	chr19	21722771	21767598	protein_coding
ANXA6	TvC	chr5	151100706	151157815	protein_coding
HRG-AS1	TvC	chr3	186579476	186772986	lncRNA
SRC	TvC	chr20	37344673	37406050	protein_coding
ADAM32	TvC	chr8	39106990	39284917	protein_coding
LRRC8B	TvC	chr1	89524829	89597861	protein_coding
H3C12	TvC	chr6	27890315	27893106	protein_coding
NOL4L	TvC	chr20	32443059	32585333	protein_coding
CYSRT1	TvC	chr9	137225174	137226315	protein_coding
KANK2	TvC	chr19	11164267	11197945	protein_coding
PELI1	TvC	chr2	64092652	64144420	protein_coding
UAP1L1	TvC	chr9	137077483	137084542	protein_coding
ADARB1	TvC	chr21	45073839	45226560	protein_coding
C5AR1	TvC	chr19	47290023	47322066	protein_coding
VEPH1	TvC	chr3	157259742	157533619	protein_coding
STMN3	TvC	chr20	63639705	63657682	protein_coding
COL13A1	TvC	chr10	69801880	69964275	protein_coding
